0,34,36,38,40,42,50,52,54,56,58,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,98,100,124,126,130,132,178,180
46,0,0,0,0,0,0,0,0,0,47,56,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,51,0,0,0,49,52
0,100,0,50,0,0,0,0,0,0,0,100,0,0,44,0,0,44,46,0,0,0,0,0,0,0,100,0,0,0,49,44,45,55
0,30,0,0,0,0,0,0,0,0,0,22,45,0,0,0,0,0,0,100,0,54,0,0,0,0,27,55,0,46,49,50,48,50
0,0,100,0,52,0,46,0,0,0,0,0,100,0,0,43,0,0,40,57,0,0,0,0,0,0,61,100,49,0,100,45,50,50
0,0,35,0,0,0,0,0,0,0,0,0,26,53,0,0,0,0,0,0,100,0,50,0,0,0,55,22,0,0,25,48,55,39
0,0,0,100,0,50,0,56,0,0,0,0,0,100,0,0,56,0,0,56,51,0,0,0,0,0,0,46,0,55,0,100,46,53
0,0,0,30,0,0,100,0,0,0,0,0,0,25,58,0,0,0,0,0,0,100,0,51,0,0,0,55,51,0,55,27,48,55
0,0,0,0,100,0,21,0,45,0,0,63,0,0,100,0,0,54,0,0,51,53,0,0,0,0,0,0,54,0,0,0,50,44
0,0,0,0,27,0,0,100,0,0,0,45,0,0,20,43,0,0,0,0,0,0,100,0,52,0,0,0,61,49,0,44,51,46
0,0,0,0,0,100,0,26,0,57,0,0,48,0,0,100,0,0,53,0,0,41,48,0,0,0,0,0,0,44,45,0,7,43
0,0,0,0,0,25,0,0,100,0,0,0,58,0,0,21,53,0,0,0,0,0,0,100,0,53,0,0,100,50,0,0,25,53
0,0,0,0,0,0,0,0,32,0,45,0,0,42,0,0,100,0,0,54,0,0,50,44,0,0,0,0,47,0,0,50,12,13
0,0,0,0,0,0,0,0,0,100,0,0,0,49,0,0,25,51,0,0,0,0,0,0,100,0,0,0,49,100,48,0,100,34
0,0,0,0,0,0,51,0,0,24,0,0,0,0,51,0,0,100,0,0,48,0,0,51,47,0,0,0,49,44,50,0,59,13
100,0,0,0,0,0,0,0,0,0,100,0,0,0,53,0,0,29,57,0,0,0,0,0,0,100,48,0,0,46,48,49,16,100
30,44,0,0,0,0,0,50,0,0,28,0,0,0,0,41,0,0,100,0,0,52,0,0,48,47,0,0,0,51,0,56,55,46
