18,20,22,24,26,28,30,32,50,52,54,56,58,60,62,64,66,68,70,72,74,92,94,96,108,110,128,130,132,150,152,154,170,172,174,192,198,200,202,204,206,208,210,212
100,0,0,0,0,0,0,55,100,0,0,0,0,0,0,54,0,0,0,0,0,0,0,47,100,0,50,50,0,45,0,56,100,52,0,52,100,26,48,78,46,45,55,49
22,0,0,0,0,0,0,0,32,49,0,0,0,0,0,0,100,0,51,0,0,50,0,0,27,52,44,100,0,57,0,48,21,31,57,46,80,52,30,46,43,54,51,53
0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,59,0,0,0,0,56,0,0,0,100,47,61,56,59,52,0,0,100,56,42,21,100,24,55,72,49,44,38
0,28,0,0,0,0,0,0,0,33,44,0,0,0,0,0,0,100,0,53,0,0,50,0,0,25,0,61,100,52,45,0,54,25,24,0,50,72,61,33,52,53,53,54
0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,50,0,0,0,0,52,0,0,0,0,49,50,0,45,56,0,0,100,47,44,32,100,23,43,72,47,44
0,0,21,0,0,0,0,0,0,0,21,51,0,0,0,0,0,0,100,0,43,0,0,54,55,0,48,0,55,49,41,54,24,46,27,53,54,52,71,46,29,50,48,42
0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,56,0,0,0,0,49,0,0,44,0,49,50,0,42,0,0,0,49,47,58,26,100,21,56,80,52
0,0,0,25,0,0,0,0,0,0,0,30,42,0,0,0,0,0,0,100,0,0,0,0,56,49,0,54,0,56,50,44,56,29,45,49,47,54,49,78,59,29,44,51
0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,50,0,0,0,0,0,0,0,48,0,0,43,0,50,0,0,50,46,47,45,23,100,29,45,79
0,0,0,0,28,0,0,0,0,0,0,0,25,61,0,0,0,0,0,0,100,43,0,0,0,43,0,0,52,50,54,55,47,38,22,18,0,41,48,49,75,53,31,47
0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,47,100,0,0,60,0,0,0,59,100,0,47,0,45,0,0,48,49,49,58,24,100,16,45
0,0,0,0,0,21,0,0,0,0,0,0,0,24,47,0,0,0,0,0,0,25,53,0,0,0,0,0,0,71,48,47,45,50,60,47,48,0,49,48,51,70,50,32
0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,43,45,52,0,0,50,100,0,49,0,59,54,57,52,61,42,45,23,100,16
0,0,0,0,0,0,23,0,0,0,0,0,0,0,21,50,0,0,0,0,0,47,21,44,0,0,55,0,0,0,76,49,0,50,49,9,45,51,0,48,53,53,75,53
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,48,100,46,0,0,49,100,51,47,0,100,45,42,46,54,46,43,24,100
0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,28,48,0,0,0,0,0,41,28,0,0,26,40,0,63,0,72,52,0,56,44,10,49,48,0,43,58,45,78
